,season,home,homegoals,away,awaygoals
2304,['2019-2020'],Manchester Utd,5,Bournemouth,2
2305,['2019-2020'],Norwich,0,Brighton,1
2306,['2019-2020'],Manchester City,4,Liverpool,0
2307,['2019-2020'],Sheffield Utd,3,Tottenham,1
2308,['2019-2020'],West Ham,3,Chelsea,2
2309,['2019-2020'],Arsenal,4,Norwich,0
2310,['2019-2020'],Bournemouth,1,Newcastle,4
2311,['2019-2020'],Everton,2,Leicester,1
2312,['2019-2020'],Brighton,0,Manchester Utd,3
2313,['2019-2020'],Crystal Palace,0,Burnley,1
2314,['2019-2020'],Watford,1,Southampton,3
2315,['2019-2020'],Aston Villa,0,Wolves,1
2316,['2019-2020'],Chelsea,2,Manchester City,1
2317,['2019-2020'],Burnley,1,Watford,0
2318,['2019-2020'],Southampton,0,Arsenal,2
2319,['2019-2020'],Liverpool,4,Crystal Palace,0
2320,['2019-2020'],Manchester Utd,3,Sheffield Utd,0
2321,['2019-2020'],Newcastle,1,Aston Villa,1
2322,['2019-2020'],Norwich,0,Everton,1
2323,['2019-2020'],Wolves,1,Bournemouth,0
2324,['2019-2020'],Tottenham,2,West Ham,0
2325,['2019-2020'],Leicester,0,Brighton,0
2326,['2019-2020'],Manchester City,5,Burnley,0
2327,['2019-2020'],Everton,0,Liverpool,0
2328,['2019-2020'],Aston Villa,1,Chelsea,2
2329,['2019-2020'],Newcastle,3,Sheffield Utd,0
2330,['2019-2020'],Bournemouth,0,Crystal Palace,2
2331,['2019-2020'],West Ham,0,Wolves,2
2332,['2019-2020'],Brighton,2,Arsenal,1
2333,['2019-2020'],Watford,1,Leicester,1
2334,['2019-2020'],Tottenham,1,Manchester Utd,1
2335,['2019-2020'],Norwich,0,Southampton,3
2336,['2019-2020'],Manchester City,3,Arsenal,0
2337,['2019-2020'],Aston Villa,0,Sheffield Utd,0
2338,['2019-2020'],Leicester,4,Aston Villa,0
2339,['2019-2020'],Manchester Utd,2,Manchester City,0
2340,['2019-2020'],Chelsea,4,Everton,0
2341,['2019-2020'],Burnley,1,Tottenham,1
2342,['2019-2020'],Arsenal,1,West Ham,0
2343,['2019-2020'],Crystal Palace,1,Watford,0
2344,['2019-2020'],Sheffield Utd,1,Norwich,0
2345,['2019-2020'],Southampton,0,Newcastle,1
2346,['2019-2020'],Wolves,0,Brighton,0
2347,['2019-2020'],Liverpool,2,Bournemouth,1
2348,['2019-2020'],Everton,1,Manchester Utd,1
2349,['2019-2020'],Tottenham,2,Wolves,3
2350,['2019-2020'],Arsenal,3,Watford,2
2351,['2019-2020'],Burnley,1,Brighton,2
2352,['2019-2020'],Chelsea,2,Wolves,0
2353,['2019-2020'],Crystal Palace,1,Tottenham,1
2354,['2019-2020'],Everton,1,Bournemouth,3
2355,['2019-2020'],Leicester,0,Manchester Utd,2
2356,['2019-2020'],Manchester City,5,Norwich,0
2357,['2019-2020'],Newcastle,1,Liverpool,3
2358,['2019-2020'],Southampton,3,Sheffield Utd,1
2359,['2019-2020'],West Ham,1,Aston Villa,1
2360,['2019-2020'],Liverpool,5,Chelsea,3
2361,['2019-2020'],Manchester Utd,1,West Ham,1
2362,['2019-2020'],Aston Villa,1,Arsenal,0
2363,['2019-2020'],Watford,0,Manchester City,4
2364,['2019-2020'],Wolves,2,Crystal Palace,0
2365,['2019-2020'],Brighton,0,Newcastle,0
2366,['2019-2020'],Sheffield Utd,0,Everton,1
2367,['2019-2020'],Tottenham,3,Leicester,0
2368,['2019-2020'],Bournemouth,0,Southampton,2
2369,['2019-2020'],Norwich,0,Burnley,2
2370,['2019-2020'],West Ham,3,Watford,1
2371,['2019-2020'],Crystal Palace,0,Manchester Utd,2
2372,['2019-2020'],Southampton,1,Brighton,1
2373,['2019-2020'],Everton,1,Aston Villa,1
2374,['2019-2020'],Leicester,2,Sheffield Utd,0
2375,['2019-2020'],Arsenal,2,Liverpool,1
2376,['2019-2020'],Burnley,1,Wolves,1
2377,['2019-2020'],Manchester City,2,Bournemouth,1
2378,['2019-2020'],Newcastle,1,Tottenham,3
2379,['2019-2020'],Chelsea,1,Norwich,0
2380,['2019-2020'],Manchester Utd,2,Southampton,2
2381,['2019-2020'],Bournemouth,4,Leicester,1
2382,['2019-2020'],Tottenham,2,Arsenal,1
2383,['2019-2020'],Aston Villa,2,Crystal Palace,0
2384,['2019-2020'],Wolves,3,Everton,0
2385,['2019-2020'],Brighton,0,Manchester City,5
2386,['2019-2020'],Sheffield Utd,3,Chelsea,0
2387,['2019-2020'],Liverpool,1,Burnley,1
2388,['2019-2020'],Norwich,0,West Ham,4
2389,['2019-2020'],Watford,2,Newcastle,1
2390,['2019-2020'],Aston Villa,0,Manchester Utd,3
2391,['2019-2020'],Bournemouth,0,Tottenham,0
2392,['2019-2020'],Everton,1,Southampton,1
2393,['2019-2020'],Brighton,1,Liverpool,3
2394,['2019-2020'],Manchester City,5,Newcastle,0
2395,['2019-2020'],Sheffield Utd,1,Wolves,0
2396,['2019-2020'],West Ham,0,Burnley,1
2397,['2019-2020'],Arsenal,1,Leicester,1
2398,['2019-2020'],Crystal Palace,2,Chelsea,3
2399,['2019-2020'],Watford,2,Norwich,1
2400,['2019-2020'],Tottenham,1,Everton,0
2401,['2019-2020'],Southampton,1,Manchester City,0
2402,['2019-2020'],Liverpool,2,Aston Villa,0
2403,['2019-2020'],Newcastle,2,West Ham,2
2404,['2019-2020'],Burnley,1,Sheffield Utd,1
2405,['2019-2020'],Chelsea,3,Watford,0
2406,['2019-2020'],Wolves,0,Arsenal,2
2407,['2019-2020'],Leicester,3,Crystal Palace,0
2408,['2019-2020'],Manchester Utd,5,Bournemouth,2
2409,['2019-2020'],Norwich,0,Brighton,1
2410,['2019-2020'],Manchester City,4,Liverpool,0
2411,['2019-2020'],Sheffield Utd,3,Tottenham,1
2412,['2019-2020'],West Ham,3,Chelsea,2
2413,['2019-2020'],Arsenal,4,Norwich,0
2414,['2019-2020'],Bournemouth,1,Newcastle,4
2415,['2019-2020'],Everton,2,Leicester,1
2416,['2019-2020'],Brighton,0,Manchester Utd,3
2417,['2019-2020'],Crystal Palace,0,Burnley,1
2418,['2019-2020'],Watford,1,Southampton,3
2419,['2019-2020'],Aston Villa,0,Wolves,1
2420,['2019-2020'],Chelsea,2,Manchester City,1
2421,['2019-2020'],Burnley,1,Watford,0
2422,['2019-2020'],Southampton,0,Arsenal,2
2423,['2019-2020'],Liverpool,4,Crystal Palace,0
2424,['2019-2020'],Manchester Utd,3,Sheffield Utd,0
2425,['2019-2020'],Newcastle,1,Aston Villa,1
2426,['2019-2020'],Norwich,0,Everton,1
2427,['2019-2020'],Wolves,1,Bournemouth,0
2428,['2019-2020'],Tottenham,2,West Ham,0
2429,['2019-2020'],Leicester,0,Brighton,0
2430,['2019-2020'],Manchester City,5,Burnley,0
2431,['2019-2020'],Everton,0,Liverpool,0
2432,['2019-2020'],Aston Villa,1,Chelsea,2
2433,['2019-2020'],Newcastle,3,Sheffield Utd,0
2434,['2019-2020'],Bournemouth,0,Crystal Palace,2
2435,['2019-2020'],West Ham,0,Wolves,2
2436,['2019-2020'],Brighton,2,Arsenal,1
2437,['2019-2020'],Watford,1,Leicester,1
2438,['2019-2020'],Tottenham,1,Manchester Utd,1
2439,['2019-2020'],Norwich,0,Southampton,3
2440,['2019-2020'],Manchester City,3,Arsenal,0
2441,['2019-2020'],Aston Villa,0,Sheffield Utd,0
2442,['2019-2020'],Leicester,4,Aston Villa,0
2443,['2019-2020'],Manchester Utd,2,Manchester City,0
2444,['2019-2020'],Chelsea,4,Everton,0
2445,['2019-2020'],Burnley,1,Tottenham,1
2446,['2019-2020'],Arsenal,1,West Ham,0
2447,['2019-2020'],Crystal Palace,1,Watford,0
2448,['2019-2020'],Sheffield Utd,1,Norwich,0
2449,['2019-2020'],Southampton,0,Newcastle,1
2450,['2019-2020'],Wolves,0,Brighton,0
2451,['2019-2020'],Liverpool,2,Bournemouth,1
2452,['2019-2020'],Everton,1,Manchester Utd,1
2453,['2019-2020'],Tottenham,2,Wolves,3
2454,['2019-2020'],Watford,3,Liverpool,0
2455,['2019-2020'],Bournemouth,2,Chelsea,2
2456,['2019-2020'],Newcastle,0,Burnley,0
2457,['2019-2020'],West Ham,3,Southampton,1
2458,['2019-2020'],Brighton,0,Crystal Palace,1
2459,['2019-2020'],Norwich,1,Leicester,0
2460,['2019-2020'],Liverpool,3,West Ham,2
2461,['2019-2020'],Arsenal,3,Everton,2
2462,['2019-2020'],Manchester Utd,3,Watford,0
2463,['2019-2020'],Wolves,3,Norwich,0
2464,['2019-2020'],Leicester,0,Manchester City,1
2465,['2019-2020'],Burnley,3,Bournemouth,0
2466,['2019-2020'],Crystal Palace,1,Newcastle,0
2467,['2019-2020'],Sheffield Utd,1,Brighton,1
2468,['2019-2020'],Southampton,2,Aston Villa,0
2469,['2019-2020'],Chelsea,2,Tottenham,1
2470,['2019-2020'],Manchester City,2,West Ham,0
2471,['2019-2020'],Chelsea,0,Manchester Utd,2
2472,['2019-2020'],Arsenal,4,Newcastle,0
2473,['2019-2020'],Aston Villa,2,Tottenham,3
2474,['2019-2020'],Norwich,0,Liverpool,1
2475,['2019-2020'],Southampton,1,Burnley,2
2476,['2019-2020'],Wolves,0,Leicester,0
2477,['2019-2020'],Sheffield Utd,2,Bournemouth,1
2478,['2019-2020'],Brighton,1,Watford,1
2479,['2019-2020'],Everton,3,Crystal Palace,1
2480,['2019-2020'],Tottenham,2,Manchester City,0
2481,['2019-2020'],Burnley,0,Arsenal,0
2482,['2019-2020'],Manchester Utd,0,Wolves,0
2483,['2019-2020'],Bournemouth,2,Aston Villa,1
2484,['2019-2020'],Crystal Palace,0,Sheffield Utd,1
2485,['2019-2020'],Liverpool,4,Southampton,0
2486,['2019-2020'],Newcastle,0,Norwich,0
2487,['2019-2020'],Watford,2,Everton,3
2488,['2019-2020'],West Ham,3,Brighton,3
2489,['2019-2020'],Leicester,2,Chelsea,2
2490,['2019-2020'],West Ham,0,Liverpool,2
2491,['2019-2020'],Wolves,1,Liverpool,2
2492,['2019-2020'],Manchester Utd,0,Burnley,2
2493,['2019-2020'],Leicester,4,West Ham,1
2494,['2019-2020'],Tottenham,2,Norwich,1
2495,['2019-2020'],Chelsea,2,Arsenal,2
2496,['2019-2020'],Aston Villa,2,Watford,1
2497,['2019-2020'],Bournemouth,3,Brighton,1
2498,['2019-2020'],Crystal Palace,0,Southampton,2
2499,['2019-2020'],Everton,2,Newcastle,2
2500,['2019-2020'],Sheffield Utd,0,Manchester City,1
2501,['2019-2020'],Liverpool,2,Manchester Utd,0
2502,['2019-2020'],Burnley,2,Leicester,1
2503,['2019-2020'],Newcastle,1,Chelsea,0
2504,['2019-2020'],Arsenal,1,Sheffield Utd,1
2505,['2019-2020'],Brighton,1,Aston Villa,1
2506,['2019-2020'],Manchester City,2,Crystal Palace,2
2507,['2019-2020'],Norwich,1,Bournemouth,0
2508,['2019-2020'],Southampton,2,Wolves,3
2509,['2019-2020'],West Ham,1,Everton,1
2510,['2019-2020'],Watford,0,Tottenham,0
2511,['2019-2020'],Aston Villa,1,Manchester City,6
2512,['2019-2020'],Bournemouth,0,Watford,3
2513,['2019-2020'],Tottenham,0,Liverpool,1
2514,['2019-2020'],Chelsea,3,Burnley,0
2515,['2019-2020'],Everton,1,Brighton,0
2516,['2019-2020'],Leicester,1,Southampton,2
2517,['2019-2020'],Manchester Utd,4,Norwich,0
2518,['2019-2020'],Wolves,1,Newcastle,1
2519,['2019-2020'],Crystal Palace,1,Arsenal,1
2520,['2019-2020'],Sheffield Utd,1,West Ham,0
2521,['2019-2020'],Liverpool,2,Sheffield Utd,0
2522,['2019-2020'],Arsenal,2,Manchester Utd,0
2523,['2019-2020'],Manchester City,2,Everton,1
2524,['2019-2020'],Norwich,1,Crystal Palace,1
2525,['2019-2020'],West Ham,4,Bournemouth,0
2526,['2019-2020'],Newcastle,0,Leicester,3
2527,['2019-2020'],Southampton,1,Tottenham,0
2528,['2019-2020'],Watford,2,Wolves,1
2529,['2019-2020'],Brighton,1,Chelsea,1
2530,['2019-2020'],Burnley,1,Aston Villa,2
2531,['2019-2020'],Manchester City,2,Sheffield Utd,0
2532,['2019-2020'],Liverpool,1,Wolves,0
2533,['2019-2020'],Arsenal,1,Chelsea,2
2534,['2019-2020'],Burnley,0,Manchester Utd,2
2535,['2019-2020'],Norwich,2,Tottenham,2
2536,['2019-2020'],West Ham,1,Leicester,2
2537,['2019-2020'],Newcastle,1,Everton,2
2538,['2019-2020'],Southampton,1,Crystal Palace,1
2539,['2019-2020'],Watford,3,Aston Villa,0
2540,['2019-2020'],Brighton,2,Bournemouth,0
2541,['2019-2020'],Wolves,3,Manchester City,2
2542,['2019-2020'],Leicester,0,Liverpool,4
2543,['2019-2020'],Manchester Utd,4,Newcastle,1
2544,['2019-2020'],Aston Villa,1,Norwich,0
2545,['2019-2020'],Bournemouth,1,Arsenal,1
2546,['2019-2020'],Chelsea,0,Southampton,2
2547,['2019-2020'],Crystal Palace,2,West Ham,1
2548,['2019-2020'],Everton,1,Burnley,0
2549,['2019-2020'],Sheffield Utd,1,Watford,1
2550,['2019-2020'],Tottenham,2,Brighton,1
2551,['2019-2020'],Arsenal,3,Watford,2
2552,['2019-2020'],Burnley,1,Brighton,2
2553,['2019-2020'],Chelsea,2,Wolves,0
2554,['2019-2020'],Crystal Palace,1,Tottenham,1
2555,['2019-2020'],Everton,1,Bournemouth,3
2556,['2019-2020'],Leicester,0,Manchester Utd,2
2557,['2019-2020'],Manchester City,5,Norwich,0
2558,['2019-2020'],Newcastle,1,Liverpool,3
2559,['2019-2020'],Southampton,3,Sheffield Utd,1
2560,['2019-2020'],West Ham,1,Aston Villa,1
2561,['2019-2020'],Liverpool,5,Chelsea,3
2562,['2019-2020'],Manchester Utd,1,West Ham,1
2563,['2019-2020'],Aston Villa,1,Arsenal,0
2564,['2019-2020'],Watford,0,Manchester City,4
2565,['2019-2020'],Wolves,2,Crystal Palace,0
2566,['2019-2020'],Brighton,0,Newcastle,0
2567,['2019-2020'],Sheffield Utd,0,Everton,1
2568,['2019-2020'],Tottenham,3,Leicester,0
2569,['2019-2020'],Bournemouth,0,Southampton,2
2570,['2019-2020'],Norwich,0,Burnley,2
2571,['2019-2020'],West Ham,3,Watford,1
2572,['2019-2020'],Crystal Palace,0,Manchester Utd,2
2573,['2019-2020'],Southampton,1,Brighton,1
2574,['2019-2020'],Everton,1,Aston Villa,1
2575,['2019-2020'],Leicester,2,Sheffield Utd,0
2576,['2019-2020'],Arsenal,2,Liverpool,1
2577,['2019-2020'],Burnley,1,Wolves,1
2578,['2019-2020'],Manchester City,2,Bournemouth,1
2579,['2019-2020'],Newcastle,1,Tottenham,3
2580,['2019-2020'],Chelsea,1,Norwich,0
2581,['2019-2020'],Manchester Utd,2,Southampton,2
2582,['2019-2020'],Bournemouth,4,Leicester,1
2583,['2019-2020'],Tottenham,2,Arsenal,1
2584,['2019-2020'],Aston Villa,2,Crystal Palace,0
2585,['2019-2020'],Wolves,3,Everton,0
2586,['2019-2020'],Brighton,0,Manchester City,5
2587,['2019-2020'],Sheffield Utd,3,Chelsea,0
2588,['2019-2020'],Liverpool,1,Burnley,1
2589,['2019-2020'],Norwich,0,West Ham,4
2590,['2019-2020'],Watford,2,Newcastle,1
2591,['2019-2020'],Aston Villa,0,Manchester Utd,3
2592,['2019-2020'],Bournemouth,0,Tottenham,0
2593,['2019-2020'],Everton,1,Southampton,1
2594,['2019-2020'],Brighton,1,Liverpool,3
2595,['2019-2020'],Manchester City,5,Newcastle,0
2596,['2019-2020'],Sheffield Utd,1,Wolves,0
2597,['2019-2020'],West Ham,0,Burnley,1
2598,['2019-2020'],Arsenal,1,Leicester,1
2599,['2019-2020'],Crystal Palace,2,Chelsea,3
2600,['2019-2020'],Watford,2,Norwich,1
2601,['2019-2020'],Tottenham,1,Everton,0
2602,['2019-2020'],Southampton,1,Manchester City,0
2603,['2019-2020'],Liverpool,2,Aston Villa,0
2604,['2019-2020'],Newcastle,2,West Ham,2
2605,['2019-2020'],Burnley,1,Sheffield Utd,1
2606,['2019-2020'],Chelsea,3,Watford,0
2607,['2019-2020'],Wolves,0,Arsenal,2
2608,['2019-2020'],Leicester,3,Crystal Palace,0
2609,['2019-2020'],Manchester Utd,5,Bournemouth,2
2610,['2019-2020'],Norwich,0,Brighton,1
2611,['2019-2020'],Manchester City,4,Liverpool,0
2612,['2019-2020'],Sheffield Utd,3,Tottenham,1
2613,['2019-2020'],West Ham,3,Chelsea,2
2614,['2019-2020'],Arsenal,4,Norwich,0
2615,['2019-2020'],Bournemouth,1,Newcastle,4
2616,['2019-2020'],Everton,2,Leicester,1
2617,['2019-2020'],Brighton,0,Manchester Utd,3
2618,['2019-2020'],Crystal Palace,0,Burnley,1
2619,['2019-2020'],Watford,1,Southampton,3
2620,['2019-2020'],Aston Villa,0,Wolves,1
2621,['2019-2020'],Chelsea,2,Manchester City,1
2622,['2019-2020'],Burnley,1,Watford,0
2623,['2019-2020'],Southampton,0,Arsenal,2
2624,['2019-2020'],Liverpool,4,Crystal Palace,0
2625,['2019-2020'],Manchester Utd,3,Sheffield Utd,0
2626,['2019-2020'],Newcastle,1,Aston Villa,1
2627,['2019-2020'],Norwich,0,Everton,1
2628,['2019-2020'],Wolves,1,Bournemouth,0
2629,['2019-2020'],Tottenham,2,West Ham,0
2630,['2019-2020'],Leicester,0,Brighton,0
2631,['2019-2020'],Manchester City,5,Burnley,0
2632,['2019-2020'],Everton,0,Liverpool,0
2633,['2019-2020'],Aston Villa,1,Chelsea,2
2634,['2019-2020'],Newcastle,3,Sheffield Utd,0
2635,['2019-2020'],Bournemouth,0,Crystal Palace,2
2636,['2019-2020'],West Ham,0,Wolves,2
2637,['2019-2020'],Brighton,2,Arsenal,1
2638,['2019-2020'],Watford,1,Leicester,1
2639,['2019-2020'],Tottenham,1,Manchester Utd,1
2640,['2019-2020'],Norwich,0,Southampton,3
2641,['2019-2020'],Manchester City,3,Arsenal,0
2642,['2019-2020'],Aston Villa,0,Sheffield Utd,0
2643,['2019-2020'],Leicester,4,Aston Villa,0
2644,['2019-2020'],Manchester Utd,2,Manchester City,0
2645,['2019-2020'],Chelsea,4,Everton,0
2646,['2019-2020'],Burnley,1,Tottenham,1
2647,['2019-2020'],Arsenal,1,West Ham,0
2648,['2019-2020'],Crystal Palace,1,Watford,0
2649,['2019-2020'],Sheffield Utd,1,Norwich,0
2650,['2019-2020'],Southampton,0,Newcastle,1
2651,['2019-2020'],Wolves,0,Brighton,0
2652,['2019-2020'],Liverpool,2,Bournemouth,1
2653,['2019-2020'],Everton,1,Manchester Utd,1
2654,['2019-2020'],Tottenham,2,Wolves,3
2655,['2019-2020'],Watford,3,Liverpool,0
2656,['2019-2020'],Bournemouth,2,Chelsea,2
2657,['2019-2020'],Newcastle,0,Burnley,0
2658,['2019-2020'],West Ham,3,Southampton,1
2659,['2019-2020'],Brighton,0,Crystal Palace,1
2660,['2019-2020'],Norwich,1,Leicester,0
2661,['2019-2020'],Liverpool,3,West Ham,2
2662,['2019-2020'],Arsenal,3,Everton,2
2663,['2019-2020'],Manchester Utd,3,Watford,0
2664,['2019-2020'],Wolves,3,Norwich,0
2665,['2019-2020'],Leicester,0,Manchester City,1
2666,['2019-2020'],Burnley,3,Bournemouth,0
2667,['2019-2020'],Crystal Palace,1,Newcastle,0
2668,['2019-2020'],Sheffield Utd,1,Brighton,1
2669,['2019-2020'],Southampton,2,Aston Villa,0
2670,['2019-2020'],Chelsea,2,Tottenham,1
2671,['2019-2020'],Manchester City,2,West Ham,0
2672,['2019-2020'],Chelsea,0,Manchester Utd,2
2673,['2019-2020'],Arsenal,4,Newcastle,0
2674,['2019-2020'],Aston Villa,2,Tottenham,3
2675,['2019-2020'],Norwich,0,Liverpool,1
2676,['2019-2020'],Southampton,1,Burnley,2
2677,['2019-2020'],Wolves,0,Leicester,0
2678,['2019-2020'],Sheffield Utd,2,Bournemouth,1
2679,['2019-2020'],Brighton,1,Watford,1
2680,['2019-2020'],Everton,3,Crystal Palace,1
2681,['2019-2020'],Tottenham,2,Manchester City,0
2682,['2019-2020'],Burnley,0,Arsenal,0
2683,['2019-2020'],Manchester Utd,0,Wolves,0
2684,['2019-2020'],Bournemouth,2,Aston Villa,1
2685,['2019-2020'],Crystal Palace,0,Sheffield Utd,1
2686,['2019-2020'],Liverpool,4,Southampton,0
2687,['2019-2020'],Newcastle,0,Norwich,0
2688,['2019-2020'],Watford,2,Everton,3
2689,['2019-2020'],West Ham,3,Brighton,3
2690,['2019-2020'],Leicester,2,Chelsea,2
2691,['2019-2020'],West Ham,0,Liverpool,2
2692,['2019-2020'],Wolves,1,Liverpool,2
2693,['2019-2020'],Manchester Utd,0,Burnley,2
2694,['2019-2020'],Leicester,4,West Ham,1
2695,['2019-2020'],Tottenham,2,Norwich,1
2696,['2019-2020'],Chelsea,2,Arsenal,2
2697,['2019-2020'],Aston Villa,2,Watford,1
2698,['2019-2020'],Bournemouth,3,Brighton,1
2699,['2019-2020'],Crystal Palace,0,Southampton,2
2700,['2019-2020'],Everton,2,Newcastle,2
2701,['2019-2020'],Sheffield Utd,0,Manchester City,1
2702,['2019-2020'],Liverpool,2,Manchester Utd,0
2703,['2019-2020'],Burnley,2,Leicester,1
2704,['2019-2020'],Newcastle,1,Chelsea,0
2705,['2019-2020'],Arsenal,1,Sheffield Utd,1
2706,['2019-2020'],Brighton,1,Aston Villa,1
2707,['2019-2020'],Manchester City,2,Crystal Palace,2
2708,['2019-2020'],Norwich,1,Bournemouth,0
2709,['2019-2020'],Southampton,2,Wolves,3
2710,['2019-2020'],West Ham,1,Everton,1
2711,['2019-2020'],Watford,0,Tottenham,0
2712,['2019-2020'],Aston Villa,1,Manchester City,6
2713,['2019-2020'],Bournemouth,0,Watford,3
2714,['2019-2020'],Tottenham,0,Liverpool,1
2715,['2019-2020'],Chelsea,3,Burnley,0
2716,['2019-2020'],Everton,1,Brighton,0
2717,['2019-2020'],Leicester,1,Southampton,2
2718,['2019-2020'],Manchester Utd,4,Norwich,0
2719,['2019-2020'],Wolves,1,Newcastle,1
2720,['2019-2020'],Crystal Palace,1,Arsenal,1
2721,['2019-2020'],Sheffield Utd,1,West Ham,0
2722,['2019-2020'],Liverpool,2,Sheffield Utd,0
2723,['2019-2020'],Arsenal,2,Manchester Utd,0
2724,['2019-2020'],Manchester City,2,Everton,1
2725,['2019-2020'],Norwich,1,Crystal Palace,1
2726,['2019-2020'],West Ham,4,Bournemouth,0
2727,['2019-2020'],Newcastle,0,Leicester,3
2728,['2019-2020'],Southampton,1,Tottenham,0
2729,['2019-2020'],Watford,2,Wolves,1
2730,['2019-2020'],Brighton,1,Chelsea,1
2731,['2019-2020'],Burnley,1,Aston Villa,2
2732,['2019-2020'],Manchester City,2,Sheffield Utd,0
2733,['2019-2020'],Liverpool,1,Wolves,0
2734,['2019-2020'],Arsenal,1,Chelsea,2
2735,['2019-2020'],Burnley,0,Manchester Utd,2
2736,['2019-2020'],Norwich,2,Tottenham,2
2737,['2019-2020'],West Ham,1,Leicester,2
2738,['2019-2020'],Newcastle,1,Everton,2
2739,['2019-2020'],Southampton,1,Crystal Palace,1
2740,['2019-2020'],Watford,3,Aston Villa,0
2741,['2019-2020'],Brighton,2,Bournemouth,0
2742,['2019-2020'],Wolves,3,Manchester City,2
2743,['2019-2020'],Leicester,0,Liverpool,4
2744,['2019-2020'],Manchester Utd,4,Newcastle,1
2745,['2019-2020'],Aston Villa,1,Norwich,0
2746,['2019-2020'],Bournemouth,1,Arsenal,1
2747,['2019-2020'],Chelsea,0,Southampton,2
2748,['2019-2020'],Crystal Palace,2,West Ham,1
2749,['2019-2020'],Everton,1,Burnley,0
2750,['2019-2020'],Sheffield Utd,1,Watford,1
2751,['2019-2020'],Tottenham,2,Brighton,1
2752,['2019-2020'],Tottenham,0,Chelsea,2
2753,['2019-2020'],Watford,2,Manchester Utd,0
2754,['2019-2020'],Manchester City,3,Leicester,1
2755,['2019-2020'],Aston Villa,1,Southampton,3
2756,['2019-2020'],Bournemouth,0,Burnley,1
2757,['2019-2020'],Brighton,0,Sheffield Utd,1
2758,['2019-2020'],Newcastle,1,Crystal Palace,0
2759,['2019-2020'],Norwich,1,Wolves,2
2760,['2019-2020'],Everton,0,Arsenal,0
2761,['2019-2020'],Crystal Palace,1,Brighton,1
2762,['2019-2020'],Arsenal,0,Manchester City,3
2763,['2019-2020'],Manchester Utd,1,Everton,1
2764,['2019-2020'],Wolves,1,Tottenham,2
2765,['2019-2020'],Southampton,0,West Ham,1
2766,['2019-2020'],Burnley,1,Newcastle,0
2767,['2019-2020'],Chelsea,0,Bournemouth,1
2768,['2019-2020'],Leicester,1,Norwich,1
2769,['2019-2020'],Sheffield Utd,2,Aston Villa,0
2770,['2019-2020'],Liverpool,2,Watford,0
2771,['2019-2020'],West Ham,1,Arsenal,3
2772,['2019-2020'],Brighton,2,Wolves,2
2773,['2019-2020'],Aston Villa,1,Leicester,4
2774,['2019-2020'],Newcastle,2,Southampton,1
2775,['2019-2020'],Norwich,1,Sheffield Utd,2
2776,['2019-2020'],Manchester City,1,Manchester Utd,2
2777,['2019-2020'],Bournemouth,0,Liverpool,3
2778,['2019-2020'],Tottenham,5,Burnley,0
2779,['2019-2020'],Watford,0,Crystal Palace,0
2780,['2019-2020'],Everton,3,Chelsea,1
2781,['2019-2020'],Arsenal,1,Brighton,2
2782,['2019-2020'],Sheffield Utd,0,Newcastle,2
2783,['2019-2020'],Liverpool,5,Everton,2
2784,['2019-2020'],Chelsea,2,Aston Villa,1
2785,['2019-2020'],Leicester,2,Watford,0
2786,['2019-2020'],Manchester Utd,2,Tottenham,1
2787,['2019-2020'],Southampton,2,Norwich,1
2788,['2019-2020'],Wolves,2,West Ham,0
2789,['2019-2020'],Burnley,1,Manchester City,4
2790,['2019-2020'],Crystal Palace,1,Bournemouth,0
2791,['2019-2020'],Leicester,2,Everton,1
2792,['2019-2020'],Manchester Utd,2,Aston Villa,2
2793,['2019-2020'],Norwich,2,Arsenal,2
2794,['2019-2020'],Wolves,1,Sheffield Utd,1
2795,['2019-2020'],Southampton,2,Watford,1
2796,['2019-2020'],Burnley,0,Crystal Palace,2
2797,['2019-2020'],Chelsea,0,West Ham,1
2798,['2019-2020'],Liverpool,2,Brighton,1
2799,['2019-2020'],Tottenham,3,Bournemouth,2
2800,['2019-2020'],Newcastle,2,Manchester City,2
2801,['2019-2020'],Aston Villa,2,Newcastle,0
2802,['2019-2020'],Sheffield Utd,3,Manchester Utd,3
2803,['2019-2020'],Manchester City,2,Chelsea,1
2804,['2019-2020'],Arsenal,2,Southampton,2
2805,['2019-2020'],Bournemouth,1,Wolves,2
2806,['2019-2020'],Brighton,0,Leicester,2
2807,['2019-2020'],Crystal Palace,1,Liverpool,2
2808,['2019-2020'],Everton,0,Norwich,2
2809,['2019-2020'],Watford,0,Burnley,3
2810,['2019-2020'],West Ham,2,Tottenham,3
