,season,home,homegoals,away,awaygoals
3541,['2018-2019'],Everton,3,Brighton,1
3542,['2018-2019'],Newcastle,1,Watford,0
3543,['2018-2019'],West Ham,4,Burnley,2
3544,['2018-2019'],Bournemouth,1,Manchester Utd,2
3545,['2018-2019'],Tottenham,0,Manchester City,1
3546,['2018-2019'],Manchester Utd,2,Everton,1
3547,['2018-2019'],Burnley,0,Chelsea,4
3548,['2018-2019'],Crystal Palace,2,Arsenal,2
3549,['2018-2019'],Leicester,1,West Ham,1
3550,['2018-2019'],Brighton,1,Wolves,0
3551,['2018-2019'],Fulham,0,Bournemouth,3
3552,['2018-2019'],Liverpool,4,Cardiff,1
3553,['2018-2019'],Southampton,0,Newcastle,0
3554,['2018-2019'],Watford,3,Huddersfield,0
3555,['2018-2019'],Arsenal,3,Leicester,1
3556,['2018-2019'],Everton,2,Crystal Palace,0
3557,['2018-2019'],Huddersfield,0,Liverpool,1
3558,['2018-2019'],Bournemouth,0,Southampton,0
3559,['2018-2019'],Cardiff,4,Fulham,2
3560,['2018-2019'],Manchester City,5,Burnley,0
3561,['2018-2019'],Newcastle,0,Brighton,1
3562,['2018-2019'],West Ham,0,Tottenham,1
3563,['2018-2019'],Wolves,0,Watford,2
3564,['2018-2019'],Chelsea,2,Manchester Utd,2
3565,['2017-2018'],Burnley,1,Bournemouth,2
3566,['2017-2018'],Crystal Palace,2,West Brom,0
3567,['2017-2018'],Huddersfield,0,Arsenal,1
3568,['2017-2018'],Liverpool,4,Brighton,0
3569,['2017-2018'],Manchester Utd,1,Watford,0
3570,['2017-2018'],Newcastle,3,Chelsea,0
3571,['2017-2018'],Southampton,0,Manchester City,1
3572,['2017-2018'],Swansea,1,Stoke,2
3573,['2017-2018'],Tottenham,5,Leicester,4
3574,['2017-2018'],West Ham,3,Everton,1
3575,['2017-2018'],West Ham,0,Manchester Utd,0
3576,['2017-2018'],Manchester City,3,Brighton,1
3577,['2017-2018'],Tottenham,1,Newcastle,0
3578,['2017-2018'],Chelsea,1,Huddersfield,1
3579,['2017-2018'],Leicester,3,Arsenal,1
3580,['2017-2018'],Swansea,0,Southampton,1
3581,['2017-2018'],Arsenal,5,Burnley,0
3582,['2017-2018'],Chelsea,1,Liverpool,0
3583,['2017-2018'],Manchester City,0,Huddersfield,0
3584,['2017-2018'],Everton,1,Southampton,1
3585,['2017-2018'],Bournemouth,1,Swansea,0
3586,['2017-2018'],Leicester,0,West Ham,2
3587,['2017-2018'],Watford,2,Newcastle,1
3588,['2017-2018'],West Brom,1,Tottenham,0
3589,['2017-2018'],Stoke,1,Crystal Palace,2
3590,['2017-2018'],Brighton,1,Manchester Utd,0
3591,['2017-2018'],Tottenham,2,Watford,0
3592,['2017-2018'],Manchester Utd,2,Arsenal,1
3593,['2017-2018'],West Ham,1,Manchester City,4
3594,['2017-2018'],Swansea,0,Chelsea,1
3595,['2017-2018'],Burnley,0,Brighton,0
3596,['2017-2018'],Crystal Palace,5,Leicester,0
3597,['2017-2018'],Huddersfield,0,Everton,2
3598,['2017-2018'],Newcastle,0,West Brom,1
3599,['2017-2018'],Southampton,2,Bournemouth,1
3600,['2017-2018'],Liverpool,0,Stoke,0
3601,['2017-2018'],Everton,1,Newcastle,0
3602,['2017-2018'],Manchester City,5,Swansea,0
3603,['2017-2018'],Arsenal,4,West Ham,1
3604,['2017-2018'],Stoke,1,Burnley,1
3605,['2017-2018'],Watford,0,Crystal Palace,0
3606,['2017-2018'],West Brom,2,Liverpool,2
3607,['2017-2018'],Burnley,1,Chelsea,2
3608,['2017-2018'],Leicester,0,Southampton,0
3609,['2017-2018'],Bournemouth,0,Manchester Utd,2
3610,['2017-2018'],Brighton,1,Tottenham,1
3611,['2017-2018'],West Ham,1,Stoke,1
3612,['2017-2018'],Manchester Utd,0,West Brom,1
3613,['2017-2018'],Newcastle,2,Arsenal,1
3614,['2017-2018'],Tottenham,1,Manchester City,3
3615,['2017-2018'],Liverpool,3,Bournemouth,0
3616,['2017-2018'],Burnley,2,Leicester,1
3617,['2017-2018'],Crystal Palace,3,Brighton,2
3618,['2017-2018'],Huddersfield,1,Watford,0
3619,['2017-2018'],Swansea,1,Everton,1
3620,['2017-2018'],Southampton,2,Chelsea,3
3621,['2017-2018'],Chelsea,1,West Ham,1
3622,['2017-2018'],Arsenal,3,Southampton,2
3623,['2017-2018'],Manchester City,2,Manchester Utd,3
3624,['2017-2018'],Bournemouth,2,Crystal Palace,2
3625,['2017-2018'],Brighton,1,Huddersfield,1
3626,['2017-2018'],Leicester,1,Newcastle,2
3627,['2017-2018'],Stoke,1,Tottenham,2
3628,['2017-2018'],Watford,1,Burnley,2
3629,['2017-2018'],West Brom,1,Swansea,1
3630,['2017-2018'],Everton,0,Liverpool,0
3631,['2017-2018'],Chelsea,1,Tottenham,3
3632,['2017-2018'],Arsenal,3,Stoke,0
3633,['2017-2018'],Everton,1,Manchester City,3
3634,['2017-2018'],Brighton,0,Leicester,2
3635,['2017-2018'],Manchester Utd,2,Swansea,0
3636,['2017-2018'],Newcastle,1,Huddersfield,0
3637,['2017-2018'],Watford,2,Bournemouth,2
3638,['2017-2018'],West Brom,1,Burnley,2
3639,['2017-2018'],West Ham,3,Southampton,0
3640,['2017-2018'],Crystal Palace,1,Liverpool,2
3641,['2017-2018'],Liverpool,5,Watford,0
3642,['2017-2018'],Bournemouth,2,West Brom,1
3643,['2017-2018'],Huddersfield,0,Crystal Palace,2
3644,['2017-2018'],Stoke,1,Everton,2
3645,['2017-2018'],Stoke,0,Manchester City,2
3646,['2017-2018'],Bournemouth,1,Tottenham,4
3647,['2017-2018'],Arsenal,3,Watford,0
3648,['2017-2018'],Chelsea,2,Crystal Palace,1
3649,['2017-2018'],Everton,2,Brighton,0
3650,['2017-2018'],Huddersfield,0,Swansea,0
3651,['2017-2018'],Newcastle,3,Southampton,0
3652,['2017-2018'],West Brom,1,Leicester,4
3653,['2017-2018'],West Ham,0,Burnley,3
3654,['2017-2018'],Manchester Utd,2,Liverpool,1
3655,['2017-2018'],Crystal Palace,2,Manchester Utd,3
3656,['2017-2018'],Manchester City,1,Chelsea,0
3657,['2017-2018'],Brighton,2,Arsenal,1
3658,['2017-2018'],Liverpool,2,Newcastle,0
3659,['2017-2018'],Leicester,1,Bournemouth,1
3660,['2017-2018'],Southampton,0,Stoke,0
3661,['2017-2018'],Swansea,4,West Ham,1
3662,['2017-2018'],Tottenham,2,Huddersfield,0
3663,['2017-2018'],Watford,1,West Brom,0
3664,['2017-2018'],Burnley,2,Everton,1
3665,['2017-2018'],Arsenal,0,Manchester City,3
3666,['2017-2018'],Manchester Utd,2,Chelsea,1
3667,['2017-2018'],Crystal Palace,0,Tottenham,1
3668,['2017-2018'],Burnley,1,Bournemouth,2
3669,['2017-2018'],Crystal Palace,2,West Brom,0
3670,['2017-2018'],Huddersfield,0,Arsenal,1
3671,['2017-2018'],Liverpool,4,Brighton,0
3672,['2017-2018'],Manchester Utd,1,Watford,0
3673,['2017-2018'],Newcastle,3,Chelsea,0
3674,['2017-2018'],Southampton,0,Manchester City,1
3675,['2017-2018'],Swansea,1,Stoke,2
3676,['2017-2018'],Tottenham,5,Leicester,4
3677,['2017-2018'],West Ham,3,Everton,1
3678,['2017-2018'],West Ham,0,Manchester Utd,0
3679,['2017-2018'],Manchester City,3,Brighton,1
3680,['2017-2018'],Tottenham,1,Newcastle,0
3681,['2017-2018'],Chelsea,1,Huddersfield,1
3682,['2017-2018'],Leicester,3,Arsenal,1
3683,['2017-2018'],Swansea,0,Southampton,1
3684,['2017-2018'],Arsenal,5,Burnley,0
3685,['2017-2018'],Chelsea,1,Liverpool,0
3686,['2017-2018'],Manchester City,0,Huddersfield,0
3687,['2017-2018'],Everton,1,Southampton,1
3688,['2017-2018'],Bournemouth,1,Swansea,0
3689,['2017-2018'],Leicester,0,West Ham,2
3690,['2017-2018'],Watford,2,Newcastle,1
3691,['2017-2018'],West Brom,1,Tottenham,0
3692,['2017-2018'],Stoke,1,Crystal Palace,2
3693,['2017-2018'],Brighton,1,Manchester Utd,0
3694,['2017-2018'],Tottenham,2,Watford,0
3695,['2017-2018'],Manchester Utd,2,Arsenal,1
3696,['2017-2018'],West Ham,1,Manchester City,4
3697,['2017-2018'],Swansea,0,Chelsea,1
3698,['2017-2018'],Burnley,0,Brighton,0
3699,['2017-2018'],Crystal Palace,5,Leicester,0
3700,['2017-2018'],Huddersfield,0,Everton,2
3701,['2017-2018'],Newcastle,0,West Brom,1
3702,['2017-2018'],Southampton,2,Bournemouth,1
3703,['2017-2018'],Liverpool,0,Stoke,0
3704,['2017-2018'],Everton,1,Newcastle,0
3705,['2017-2018'],Manchester City,5,Swansea,0
3706,['2017-2018'],Arsenal,4,West Ham,1
3707,['2017-2018'],Stoke,1,Burnley,1
3708,['2017-2018'],Watford,0,Crystal Palace,0
3709,['2017-2018'],West Brom,2,Liverpool,2
3710,['2017-2018'],Burnley,1,Chelsea,2
3711,['2017-2018'],Leicester,0,Southampton,0
3712,['2017-2018'],Bournemouth,0,Manchester Utd,2
3713,['2017-2018'],Brighton,1,Tottenham,1
3714,['2017-2018'],West Ham,1,Stoke,1
3715,['2017-2018'],Manchester Utd,0,West Brom,1
3716,['2017-2018'],Newcastle,2,Arsenal,1
3717,['2017-2018'],Tottenham,1,Manchester City,3
3718,['2017-2018'],Liverpool,3,Bournemouth,0
3719,['2017-2018'],Burnley,2,Leicester,1
3720,['2017-2018'],Crystal Palace,3,Brighton,2
3721,['2017-2018'],Huddersfield,1,Watford,0
3722,['2017-2018'],Swansea,1,Everton,1
3723,['2017-2018'],Southampton,2,Chelsea,3
3724,['2017-2018'],Chelsea,1,West Ham,1
3725,['2017-2018'],Arsenal,3,Southampton,2
3726,['2017-2018'],Manchester City,2,Manchester Utd,3
3727,['2017-2018'],Bournemouth,2,Crystal Palace,2
3728,['2017-2018'],Brighton,1,Huddersfield,1
3729,['2017-2018'],Leicester,1,Newcastle,2
3730,['2017-2018'],Stoke,1,Tottenham,2
3731,['2017-2018'],Watford,1,Burnley,2
3732,['2017-2018'],West Brom,1,Swansea,1
3733,['2017-2018'],Everton,0,Liverpool,0
3734,['2017-2018'],Chelsea,1,Tottenham,3
3735,['2017-2018'],Arsenal,3,Stoke,0
3736,['2017-2018'],Everton,1,Manchester City,3
3737,['2017-2018'],Brighton,0,Leicester,2
3738,['2017-2018'],Manchester Utd,2,Swansea,0
3739,['2017-2018'],Newcastle,1,Huddersfield,0
3740,['2017-2018'],Watford,2,Bournemouth,2
3741,['2017-2018'],West Brom,1,Burnley,2
3742,['2017-2018'],West Ham,3,Southampton,0
3743,['2017-2018'],Crystal Palace,1,Liverpool,2
3744,['2017-2018'],Liverpool,5,Watford,0
3745,['2017-2018'],Bournemouth,2,West Brom,1
3746,['2017-2018'],Huddersfield,0,Crystal Palace,2
3747,['2017-2018'],Stoke,1,Everton,2
3748,['2017-2018'],Stoke,0,Manchester City,2
3749,['2017-2018'],Bournemouth,1,Tottenham,4
3750,['2017-2018'],Arsenal,3,Watford,0
3751,['2017-2018'],Chelsea,2,Crystal Palace,1
3752,['2017-2018'],Everton,2,Brighton,0
3753,['2017-2018'],Huddersfield,0,Swansea,0
3754,['2017-2018'],Newcastle,3,Southampton,0
3755,['2017-2018'],West Brom,1,Leicester,4
3756,['2017-2018'],West Ham,0,Burnley,3
3757,['2017-2018'],Manchester Utd,2,Liverpool,1
3758,['2017-2018'],Crystal Palace,2,Manchester Utd,3
3759,['2017-2018'],Manchester City,1,Chelsea,0
3760,['2017-2018'],Brighton,2,Arsenal,1
3761,['2017-2018'],Liverpool,2,Newcastle,0
3762,['2017-2018'],Leicester,1,Bournemouth,1
3763,['2017-2018'],Southampton,0,Stoke,0
3764,['2017-2018'],Swansea,4,West Ham,1
3765,['2017-2018'],Tottenham,2,Huddersfield,0
3766,['2017-2018'],Watford,1,West Brom,0
3767,['2017-2018'],Burnley,2,Everton,1
3768,['2017-2018'],Arsenal,0,Manchester City,3
3769,['2017-2018'],Manchester Utd,2,Chelsea,1
3770,['2017-2018'],Crystal Palace,0,Tottenham,1
3771,['2017-2018'],Burnley,1,Bournemouth,2
3772,['2017-2018'],Crystal Palace,2,West Brom,0
3773,['2017-2018'],Huddersfield,0,Arsenal,1
3774,['2017-2018'],Liverpool,4,Brighton,0
3775,['2017-2018'],Manchester Utd,1,Watford,0
3776,['2017-2018'],Newcastle,3,Chelsea,0
3777,['2017-2018'],Southampton,0,Manchester City,1
3778,['2017-2018'],Swansea,1,Stoke,2
3779,['2017-2018'],Tottenham,5,Leicester,4
3780,['2017-2018'],West Ham,3,Everton,1
3781,['2017-2018'],West Ham,0,Manchester Utd,0
3782,['2017-2018'],Manchester City,3,Brighton,1
3783,['2017-2018'],Tottenham,1,Newcastle,0
3784,['2017-2018'],Chelsea,1,Huddersfield,1
3785,['2017-2018'],Leicester,3,Arsenal,1
3786,['2017-2018'],Swansea,0,Southampton,1
3787,['2017-2018'],Arsenal,5,Burnley,0
3788,['2017-2018'],Chelsea,1,Liverpool,0
3789,['2017-2018'],Manchester City,0,Huddersfield,0
3790,['2017-2018'],Everton,1,Southampton,1
3791,['2017-2018'],Bournemouth,1,Swansea,0
3792,['2017-2018'],Leicester,0,West Ham,2
3793,['2017-2018'],Watford,2,Newcastle,1
3794,['2017-2018'],West Brom,1,Tottenham,0
3795,['2017-2018'],Stoke,1,Crystal Palace,2
3796,['2017-2018'],Brighton,1,Manchester Utd,0
3797,['2017-2018'],Tottenham,2,Watford,0
3798,['2017-2018'],Manchester Utd,2,Arsenal,1
3799,['2017-2018'],West Ham,1,Manchester City,4
3800,['2017-2018'],Swansea,0,Chelsea,1
3801,['2017-2018'],Burnley,0,Brighton,0
3802,['2017-2018'],Crystal Palace,5,Leicester,0
3803,['2017-2018'],Huddersfield,0,Everton,2
3804,['2017-2018'],Newcastle,0,West Brom,1
3805,['2017-2018'],Southampton,2,Bournemouth,1
3806,['2017-2018'],Liverpool,0,Stoke,0
3807,['2017-2018'],Everton,1,Newcastle,0
3808,['2017-2018'],Manchester City,5,Swansea,0
3809,['2017-2018'],Arsenal,4,West Ham,1
3810,['2017-2018'],Stoke,1,Burnley,1
3811,['2017-2018'],Watford,0,Crystal Palace,0
3812,['2017-2018'],West Brom,2,Liverpool,2
3813,['2017-2018'],Burnley,1,Chelsea,2
3814,['2017-2018'],Leicester,0,Southampton,0
3815,['2017-2018'],Bournemouth,0,Manchester Utd,2
3816,['2017-2018'],Brighton,1,Tottenham,1
3817,['2017-2018'],West Ham,1,Stoke,1
3818,['2017-2018'],Manchester Utd,0,West Brom,1
3819,['2017-2018'],Newcastle,2,Arsenal,1
3820,['2017-2018'],Tottenham,1,Manchester City,3
3821,['2017-2018'],Liverpool,3,Bournemouth,0
3822,['2017-2018'],Burnley,2,Leicester,1
3823,['2017-2018'],Crystal Palace,3,Brighton,2
3824,['2017-2018'],Huddersfield,1,Watford,0
3825,['2017-2018'],Swansea,1,Everton,1
3826,['2017-2018'],Southampton,2,Chelsea,3
3827,['2017-2018'],Chelsea,1,West Ham,1
3828,['2017-2018'],Arsenal,3,Southampton,2
3829,['2017-2018'],Manchester City,2,Manchester Utd,3
3830,['2017-2018'],Bournemouth,2,Crystal Palace,2
3831,['2017-2018'],Brighton,1,Huddersfield,1
3832,['2017-2018'],Leicester,1,Newcastle,2
3833,['2017-2018'],Stoke,1,Tottenham,2
3834,['2017-2018'],Watford,1,Burnley,2
3835,['2017-2018'],West Brom,1,Swansea,1
3836,['2017-2018'],Everton,0,Liverpool,0
3837,['2017-2018'],Chelsea,1,Tottenham,3
3838,['2017-2018'],Arsenal,3,Stoke,0
3839,['2017-2018'],Everton,1,Manchester City,3
3840,['2017-2018'],Brighton,0,Leicester,2
3841,['2017-2018'],Manchester Utd,2,Swansea,0
3842,['2017-2018'],Newcastle,1,Huddersfield,0
3843,['2017-2018'],Watford,2,Bournemouth,2
3844,['2017-2018'],West Brom,1,Burnley,2
3845,['2017-2018'],West Ham,3,Southampton,0
3846,['2017-2018'],Crystal Palace,1,Liverpool,2
3847,['2017-2018'],Liverpool,5,Watford,0
3848,['2017-2018'],Bournemouth,2,West Brom,1
3849,['2017-2018'],Huddersfield,0,Crystal Palace,2
3850,['2017-2018'],Stoke,1,Everton,2
3851,['2017-2018'],Stoke,0,Manchester City,2
3852,['2017-2018'],Bournemouth,1,Tottenham,4
3853,['2017-2018'],Arsenal,3,Watford,0
3854,['2017-2018'],Chelsea,2,Crystal Palace,1
3855,['2017-2018'],Everton,2,Brighton,0
3856,['2017-2018'],Huddersfield,0,Swansea,0
3857,['2017-2018'],Newcastle,3,Southampton,0
3858,['2017-2018'],West Brom,1,Leicester,4
3859,['2017-2018'],West Ham,0,Burnley,3
3860,['2017-2018'],Manchester Utd,2,Liverpool,1
3861,['2017-2018'],Crystal Palace,2,Manchester Utd,3
3862,['2017-2018'],Manchester City,1,Chelsea,0
3863,['2017-2018'],Brighton,2,Arsenal,1
3864,['2017-2018'],Liverpool,2,Newcastle,0
3865,['2017-2018'],Leicester,1,Bournemouth,1
3866,['2017-2018'],Southampton,0,Stoke,0
3867,['2017-2018'],Swansea,4,West Ham,1
3868,['2017-2018'],Tottenham,2,Huddersfield,0
3869,['2017-2018'],Watford,1,West Brom,0
3870,['2017-2018'],Burnley,2,Everton,1
3871,['2017-2018'],Arsenal,0,Manchester City,3
3872,['2017-2018'],Manchester Utd,2,Chelsea,1
3873,['2017-2018'],Crystal Palace,0,Tottenham,1
3874,['2017-2018'],Watford,1,Everton,0
3875,['2017-2018'],Bournemouth,2,Newcastle,2
3876,['2017-2018'],Brighton,4,Swansea,1
3877,['2017-2018'],Burnley,1,Southampton,1
3878,['2017-2018'],Liverpool,4,West Ham,1
3879,['2017-2018'],West Brom,1,Huddersfield,2
3880,['2017-2018'],Leicester,1,Stoke,1
3881,['2017-2018'],Chelsea,3,West Brom,0
3882,['2017-2018'],Southampton,0,Liverpool,2
3883,['2017-2018'],Newcastle,1,Manchester Utd,0
3884,['2017-2018'],Huddersfield,4,Bournemouth,1
3885,['2017-2018'],Manchester City,5,Leicester,1
3886,['2017-2018'],Everton,3,Crystal Palace,1
3887,['2017-2018'],Stoke,1,Brighton,1
3888,['2017-2018'],Swansea,1,Burnley,0
3889,['2017-2018'],West Ham,2,Watford,0
3890,['2017-2018'],Tottenham,1,Arsenal,0
3891,['2017-2018'],Watford,4,Chelsea,1
3892,['2017-2018'],Liverpool,2,Tottenham,2
3893,['2017-2018'],Crystal Palace,1,Newcastle,1
3894,['2017-2018'],Arsenal,5,Everton,1
3895,['2017-2018'],Bournemouth,2,Stoke,1
3896,['2017-2018'],Brighton,3,West Ham,1
3897,['2017-2018'],Leicester,1,Swansea,1
3898,['2017-2018'],Manchester Utd,2,Huddersfield,0
3899,['2017-2018'],West Brom,2,Southampton,3
3900,['2017-2018'],Burnley,1,Manchester City,1
3901,['2017-2018'],Manchester City,3,West Brom,0
3902,['2017-2018'],Stoke,0,Watford,0
3903,['2017-2018'],Tottenham,2,Manchester Utd,0
3904,['2017-2018'],Chelsea,0,Bournemouth,3
3905,['2017-2018'],Everton,2,Leicester,1
3906,['2017-2018'],Newcastle,1,Burnley,1
3907,['2017-2018'],Southampton,1,Brighton,1
3908,['2017-2018'],Huddersfield,0,Liverpool,3
3909,['2017-2018'],Swansea,3,Arsenal,1
3910,['2017-2018'],West Ham,1,Crystal Palace,1
3911,['2017-2018'],Swansea,1,Liverpool,0
3912,['2017-2018'],Southampton,1,Tottenham,1
3913,['2017-2018'],Manchester City,3,Newcastle,1
3914,['2017-2018'],Arsenal,4,Crystal Palace,1
3915,['2017-2018'],Burnley,0,Manchester Utd,1
3916,['2017-2018'],Everton,1,West Brom,1
3917,['2017-2018'],Leicester,2,Watford,0
3918,['2017-2018'],Stoke,2,Huddersfield,0
3919,['2017-2018'],West Ham,1,Bournemouth,1
3920,['2017-2018'],Brighton,0,Chelsea,4
3921,['2017-2018'],Manchester Utd,3,Stoke,0
3922,['2017-2018'],Liverpool,4,Manchester City,3
3923,['2017-2018'],Bournemouth,2,Arsenal,1
3924,['2017-2018'],Tottenham,4,Everton,0
3925,['2017-2018'],Chelsea,0,Leicester,0
3926,['2017-2018'],Crystal Palace,1,Burnley,0
3927,['2017-2018'],Huddersfield,1,West Ham,4
3928,['2017-2018'],Newcastle,1,Swansea,1
3929,['2017-2018'],Watford,2,Southampton,2
3930,['2017-2018'],West Brom,2,Brighton,0
3931,['2017-2018'],Tottenham,1,West Ham,1
3932,['2017-2018'],Arsenal,2,Chelsea,2
3933,['2017-2018'],Manchester City,3,Watford,1
3934,['2017-2018'],Southampton,1,Crystal Palace,2
3935,['2017-2018'],Swansea,0,Tottenham,2
3936,['2017-2018'],West Ham,2,West Brom,1
3937,['2017-2018'],Everton,0,Manchester Utd,2
3938,['2017-2018'],Burnley,1,Liverpool,2
3939,['2017-2018'],Leicester,3,Huddersfield,0
3940,['2017-2018'],Stoke,0,Newcastle,1
3941,['2017-2018'],Brighton,2,Bournemouth,2
3942,['2017-2018'],West Brom,1,Arsenal,1
3943,['2017-2018'],Crystal Palace,0,Manchester City,0
3944,['2017-2018'],Manchester Utd,0,Southampton,0
3945,['2017-2018'],Bournemouth,2,Everton,1
3946,['2017-2018'],Chelsea,5,Stoke,0
3947,['2017-2018'],Huddersfield,0,Burnley,0
3948,['2017-2018'],Liverpool,2,Leicester,1
3949,['2017-2018'],Newcastle,0,Brighton,0
3950,['2017-2018'],Watford,1,Swansea,2
3951,['2017-2018'],Crystal Palace,2,Arsenal,3
3952,['2017-2018'],Newcastle,0,Manchester City,1
3953,['2017-2018'],Liverpool,5,Swansea,0
3954,['2017-2018'],Bournemouth,3,West Ham,3
3955,['2017-2018'],Chelsea,2,Brighton,0
3956,['2017-2018'],Huddersfield,1,Stoke,1
3957,['2017-2018'],Manchester Utd,2,Burnley,2
3958,['2017-2018'],Watford,2,Leicester,1
3959,['2017-2018'],West Brom,0,Everton,0
3960,['2017-2018'],Tottenham,5,Southampton,2
3961,['2017-2018'],Leicester,2,Manchester Utd,2
3962,['2017-2018'],Burnley,0,Tottenham,3
3963,['2017-2018'],Brighton,1,Watford,0
3964,['2017-2018'],Manchester City,4,Bournemouth,0
3965,['2017-2018'],Southampton,1,Huddersfield,1
3966,['2017-2018'],Stoke,3,West Brom,1
3967,['2017-2018'],Swansea,1,Crystal Palace,1
3968,['2017-2018'],West Ham,2,Newcastle,3
3969,['2017-2018'],Everton,0,Chelsea,0
3970,['2017-2018'],Arsenal,3,Liverpool,3
3971,['2017-2018'],Burnley,1,Bournemouth,2
3972,['2017-2018'],Crystal Palace,2,West Brom,0
3973,['2017-2018'],Huddersfield,0,Arsenal,1
3974,['2017-2018'],Liverpool,4,Brighton,0
3975,['2017-2018'],Manchester Utd,1,Watford,0
3976,['2017-2018'],Newcastle,3,Chelsea,0
3977,['2017-2018'],Southampton,0,Manchester City,1
3978,['2017-2018'],Swansea,1,Stoke,2
3979,['2017-2018'],Tottenham,5,Leicester,4
3980,['2017-2018'],West Ham,3,Everton,1
3981,['2017-2018'],West Ham,0,Manchester Utd,0
3982,['2017-2018'],Manchester City,3,Brighton,1
3983,['2017-2018'],Tottenham,1,Newcastle,0
3984,['2017-2018'],Chelsea,1,Huddersfield,1
3985,['2017-2018'],Leicester,3,Arsenal,1
3986,['2017-2018'],Swansea,0,Southampton,1
3987,['2017-2018'],Arsenal,5,Burnley,0
3988,['2017-2018'],Chelsea,1,Liverpool,0
3989,['2017-2018'],Manchester City,0,Huddersfield,0
3990,['2017-2018'],Everton,1,Southampton,1
3991,['2017-2018'],Bournemouth,1,Swansea,0
3992,['2017-2018'],Leicester,0,West Ham,2
3993,['2017-2018'],Watford,2,Newcastle,1
3994,['2017-2018'],West Brom,1,Tottenham,0
3995,['2017-2018'],Stoke,1,Crystal Palace,2
3996,['2017-2018'],Brighton,1,Manchester Utd,0
3997,['2017-2018'],Tottenham,2,Watford,0
3998,['2017-2018'],Manchester Utd,2,Arsenal,1
3999,['2017-2018'],West Ham,1,Manchester City,4
4000,['2017-2018'],Swansea,0,Chelsea,1
4001,['2017-2018'],Burnley,0,Brighton,0
4002,['2017-2018'],Crystal Palace,5,Leicester,0
4003,['2017-2018'],Huddersfield,0,Everton,2
4004,['2017-2018'],Newcastle,0,West Brom,1
4005,['2017-2018'],Southampton,2,Bournemouth,1
4006,['2017-2018'],Liverpool,0,Stoke,0
4007,['2017-2018'],Everton,1,Newcastle,0
4008,['2017-2018'],Manchester City,5,Swansea,0
4009,['2017-2018'],Arsenal,4,West Ham,1
4010,['2017-2018'],Stoke,1,Burnley,1
4011,['2017-2018'],Watford,0,Crystal Palace,0
4012,['2017-2018'],West Brom,2,Liverpool,2
4013,['2017-2018'],Burnley,1,Chelsea,2
4014,['2017-2018'],Leicester,0,Southampton,0
4015,['2017-2018'],Bournemouth,0,Manchester Utd,2
4016,['2017-2018'],Brighton,1,Tottenham,1
4017,['2017-2018'],West Ham,1,Stoke,1
4018,['2017-2018'],Manchester Utd,0,West Brom,1
4019,['2017-2018'],Newcastle,2,Arsenal,1
4020,['2017-2018'],Tottenham,1,Manchester City,3
4021,['2017-2018'],Liverpool,3,Bournemouth,0
4022,['2017-2018'],Burnley,2,Leicester,1
4023,['2017-2018'],Crystal Palace,3,Brighton,2
4024,['2017-2018'],Huddersfield,1,Watford,0
4025,['2017-2018'],Swansea,1,Everton,1
4026,['2017-2018'],Southampton,2,Chelsea,3
4027,['2017-2018'],Chelsea,1,West Ham,1
4028,['2017-2018'],Arsenal,3,Southampton,2
4029,['2017-2018'],Manchester City,2,Manchester Utd,3
4030,['2017-2018'],Bournemouth,2,Crystal Palace,2
4031,['2017-2018'],Brighton,1,Huddersfield,1
4032,['2017-2018'],Leicester,1,Newcastle,2
4033,['2017-2018'],Stoke,1,Tottenham,2
4034,['2017-2018'],Watford,1,Burnley,2
4035,['2017-2018'],West Brom,1,Swansea,1
4036,['2017-2018'],Everton,0,Liverpool,0
4037,['2017-2018'],Chelsea,1,Tottenham,3
4038,['2017-2018'],Arsenal,3,Stoke,0
4039,['2017-2018'],Everton,1,Manchester City,3
4040,['2017-2018'],Brighton,0,Leicester,2
4041,['2017-2018'],Manchester Utd,2,Swansea,0
4042,['2017-2018'],Newcastle,1,Huddersfield,0
4043,['2017-2018'],Watford,2,Bournemouth,2
4044,['2017-2018'],West Brom,1,Burnley,2
4045,['2017-2018'],West Ham,3,Southampton,0
4046,['2017-2018'],Crystal Palace,1,Liverpool,2
4047,['2017-2018'],Liverpool,5,Watford,0
4048,['2017-2018'],Bournemouth,2,West Brom,1
4049,['2017-2018'],Huddersfield,0,Crystal Palace,2
4050,['2017-2018'],Stoke,1,Everton,2
4051,['2017-2018'],Stoke,0,Manchester City,2
4052,['2017-2018'],Bournemouth,1,Tottenham,4
4053,['2017-2018'],Arsenal,3,Watford,0
4054,['2017-2018'],Chelsea,2,Crystal Palace,1
4055,['2017-2018'],Everton,2,Brighton,0
4056,['2017-2018'],Huddersfield,0,Swansea,0
4057,['2017-2018'],Newcastle,3,Southampton,0
4058,['2017-2018'],West Brom,1,Leicester,4
4059,['2017-2018'],West Ham,0,Burnley,3
4060,['2017-2018'],Manchester Utd,2,Liverpool,1
4061,['2017-2018'],Crystal Palace,2,Manchester Utd,3
4062,['2017-2018'],Manchester City,1,Chelsea,0
4063,['2017-2018'],Brighton,2,Arsenal,1
4064,['2017-2018'],Liverpool,2,Newcastle,0
4065,['2017-2018'],Leicester,1,Bournemouth,1
4066,['2017-2018'],Southampton,0,Stoke,0
4067,['2017-2018'],Swansea,4,West Ham,1
4068,['2017-2018'],Tottenham,2,Huddersfield,0
4069,['2017-2018'],Watford,1,West Brom,0
